sex,education,age,partner_state,lead_partner_state,proportion
Women,High Education,59,Working Partner,Single,0.3333333333333333
Women,High Education,59,Working Partner,Working Partner,0.3333333333333333
Women,High Education,59,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,59,Retired Partner,Single,0.0
Women,High Education,59,Retired Partner,Working Partner,0.0
Women,High Education,59,Retired Partner,Retired Partner,1.0
Women,High Education,60,Single,Single,0.3333333333333333
Women,High Education,60,Single,Working Partner,0.3333333333333333
Women,High Education,60,Single,Retired Partner,0.3333333333333333
Women,High Education,60,Working Partner,Single,0.3333333333333333
Women,High Education,60,Working Partner,Working Partner,0.3333333333333333
Women,High Education,60,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,60,Retired Partner,Single,0.0
Women,High Education,60,Retired Partner,Working Partner,0.0
Women,High Education,60,Retired Partner,Retired Partner,1.0
Women,High Education,61,Single,Single,0.3333333333333333
Women,High Education,61,Single,Working Partner,0.3333333333333333
Women,High Education,61,Single,Retired Partner,0.3333333333333333
Women,High Education,61,Working Partner,Single,0.3333333333333333
Women,High Education,61,Working Partner,Working Partner,0.3333333333333333
Women,High Education,61,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,61,Retired Partner,Single,0.0
Women,High Education,61,Retired Partner,Working Partner,0.0
Women,High Education,61,Retired Partner,Retired Partner,1.0
Women,High Education,62,Single,Single,0.3333333333333333
Women,High Education,62,Single,Working Partner,0.3333333333333333
Women,High Education,62,Single,Retired Partner,0.3333333333333333
Women,High Education,62,Working Partner,Single,0.3333333333333333
Women,High Education,62,Working Partner,Working Partner,0.3333333333333333
Women,High Education,62,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,62,Retired Partner,Single,0.0
Women,High Education,62,Retired Partner,Working Partner,0.0
Women,High Education,62,Retired Partner,Retired Partner,1.0
Women,High Education,63,Single,Single,0.3333333333333333
Women,High Education,63,Single,Working Partner,0.3333333333333333
Women,High Education,63,Single,Retired Partner,0.3333333333333333
Women,High Education,63,Working Partner,Single,0.3333333333333333
Women,High Education,63,Working Partner,Working Partner,0.3333333333333333
Women,High Education,63,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,63,Retired Partner,Single,0.0
Women,High Education,63,Retired Partner,Working Partner,0.0
Women,High Education,63,Retired Partner,Retired Partner,1.0
Women,High Education,64,Single,Single,0.3333333333333333
Women,High Education,64,Single,Working Partner,0.3333333333333333
Women,High Education,64,Single,Retired Partner,0.3333333333333333
Women,High Education,64,Working Partner,Single,0.3333333333333333
Women,High Education,64,Working Partner,Working Partner,0.3333333333333333
Women,High Education,64,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,64,Retired Partner,Single,0.0
Women,High Education,64,Retired Partner,Working Partner,0.0
Women,High Education,64,Retired Partner,Retired Partner,1.0
Women,High Education,65,Single,Single,0.3333333333333333
Women,High Education,65,Single,Working Partner,0.3333333333333333
Women,High Education,65,Single,Retired Partner,0.3333333333333333
Women,High Education,65,Working Partner,Single,0.3333333333333333
Women,High Education,65,Working Partner,Working Partner,0.3333333333333333
Women,High Education,65,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,65,Retired Partner,Single,0.0
Women,High Education,65,Retired Partner,Working Partner,0.0
Women,High Education,65,Retired Partner,Retired Partner,1.0
Women,High Education,66,Single,Single,0.3333333333333333
Women,High Education,66,Single,Working Partner,0.3333333333333333
Women,High Education,66,Single,Retired Partner,0.3333333333333333
Women,High Education,66,Working Partner,Single,0.3333333333333333
Women,High Education,66,Working Partner,Working Partner,0.3333333333333333
Women,High Education,66,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,66,Retired Partner,Single,0.0
Women,High Education,66,Retired Partner,Working Partner,0.0
Women,High Education,66,Retired Partner,Retired Partner,1.0
Women,High Education,67,Single,Single,0.3333333333333333
Women,High Education,67,Single,Working Partner,0.3333333333333333
Women,High Education,67,Single,Retired Partner,0.3333333333333333
Women,High Education,67,Working Partner,Single,0.3333333333333333
Women,High Education,67,Working Partner,Working Partner,0.3333333333333333
Women,High Education,67,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,67,Retired Partner,Single,0.0
Women,High Education,67,Retired Partner,Working Partner,0.0
Women,High Education,67,Retired Partner,Retired Partner,1.0
Women,High Education,68,Single,Single,0.3333333333333333
Women,High Education,68,Single,Working Partner,0.3333333333333333
Women,High Education,68,Single,Retired Partner,0.3333333333333333
Women,High Education,68,Working Partner,Single,0.3333333333333333
Women,High Education,68,Working Partner,Working Partner,0.3333333333333333
Women,High Education,68,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,68,Retired Partner,Single,0.0
Women,High Education,68,Retired Partner,Working Partner,0.0
Women,High Education,68,Retired Partner,Retired Partner,1.0
Women,High Education,69,Single,Single,0.3333333333333333
Women,High Education,69,Single,Working Partner,0.3333333333333333
Women,High Education,69,Single,Retired Partner,0.3333333333333333
Women,High Education,69,Working Partner,Single,0.3333333333333333
Women,High Education,69,Working Partner,Working Partner,0.3333333333333333
Women,High Education,69,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,69,Retired Partner,Single,0.0
Women,High Education,69,Retired Partner,Working Partner,0.0
Women,High Education,69,Retired Partner,Retired Partner,1.0
Women,High Education,70,Single,Single,0.3333333333333333
Women,High Education,70,Single,Working Partner,0.3333333333333333
Women,High Education,70,Single,Retired Partner,0.3333333333333333
Women,High Education,70,Working Partner,Single,0.3333333333333333
Women,High Education,70,Working Partner,Working Partner,0.3333333333333333
Women,High Education,70,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,70,Retired Partner,Single,0.0
Women,High Education,70,Retired Partner,Working Partner,0.0
Women,High Education,70,Retired Partner,Retired Partner,1.0
Women,High Education,71,Single,Single,0.3333333333333333
Women,High Education,71,Single,Working Partner,0.3333333333333333
Women,High Education,71,Single,Retired Partner,0.3333333333333333
Women,High Education,71,Working Partner,Single,0.3333333333333333
Women,High Education,71,Working Partner,Working Partner,0.3333333333333333
Women,High Education,71,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,71,Retired Partner,Single,0.0
Women,High Education,71,Retired Partner,Working Partner,0.0
Women,High Education,71,Retired Partner,Retired Partner,1.0
Women,High Education,72,Single,Single,0.3333333333333333
Women,High Education,72,Single,Working Partner,0.3333333333333333
Women,High Education,72,Single,Retired Partner,0.3333333333333333
Women,High Education,72,Working Partner,Single,0.3333333333333333
Women,High Education,72,Working Partner,Working Partner,0.3333333333333333
Women,High Education,72,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,72,Retired Partner,Single,0.0
Women,High Education,72,Retired Partner,Working Partner,0.0
Women,High Education,72,Retired Partner,Retired Partner,1.0
Women,High Education,73,Single,Single,0.3333333333333333
Women,High Education,73,Single,Working Partner,0.3333333333333333
Women,High Education,73,Single,Retired Partner,0.3333333333333333
Women,High Education,73,Working Partner,Single,0.3333333333333333
Women,High Education,73,Working Partner,Working Partner,0.3333333333333333
Women,High Education,73,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,73,Retired Partner,Single,0.0
Women,High Education,73,Retired Partner,Working Partner,0.0
Women,High Education,73,Retired Partner,Retired Partner,1.0
Women,High Education,74,Single,Single,0.3333333333333333
Women,High Education,74,Single,Working Partner,0.3333333333333333
Women,High Education,74,Single,Retired Partner,0.3333333333333333
Women,High Education,74,Working Partner,Single,0.3333333333333333
Women,High Education,74,Working Partner,Working Partner,0.3333333333333333
Women,High Education,74,Working Partner,Retired Partner,0.3333333333333333
Women,High Education,74,Retired Partner,Single,0.0
Women,High Education,74,Retired Partner,Working Partner,0.0
Women,High Education,74,Retired Partner,Retired Partner,1.0
Women,High Education,75,Single,Single,1.0
Women,High Education,75,Single,Working Partner,0.0
Women,High Education,75,Single,Retired Partner,0.0
Women,High Education,75,Working Partner,Single,0.0
Women,High Education,75,Working Partner,Working Partner,0.0
Women,High Education,75,Working Partner,Retired Partner,1.0
Women,High Education,75,Retired Partner,Single,0.0
Women,High Education,75,Retired Partner,Working Partner,0.0
Women,High Education,75,Retired Partner,Retired Partner,1.0
Women,High Education,76,Single,Single,1.0
Women,High Education,76,Single,Working Partner,0.0
Women,High Education,76,Single,Retired Partner,0.0
Women,High Education,76,Working Partner,Single,0.0
Women,High Education,76,Working Partner,Working Partner,0.0
Women,High Education,76,Working Partner,Retired Partner,1.0
Women,High Education,76,Retired Partner,Single,0.0
Women,High Education,76,Retired Partner,Working Partner,0.0
Women,High Education,76,Retired Partner,Retired Partner,1.0
Women,High Education,77,Single,Single,1.0
Women,High Education,77,Single,Working Partner,0.0
Women,High Education,77,Single,Retired Partner,0.0
Women,High Education,77,Working Partner,Single,0.0
Women,High Education,77,Working Partner,Working Partner,0.0
Women,High Education,77,Working Partner,Retired Partner,1.0
Women,High Education,77,Retired Partner,Single,0.0
Women,High Education,77,Retired Partner,Working Partner,0.0
Women,High Education,77,Retired Partner,Retired Partner,1.0
Women,High Education,78,Single,Single,1.0
Women,High Education,78,Single,Working Partner,0.0
Women,High Education,78,Single,Retired Partner,0.0
Women,High Education,78,Working Partner,Single,0.0
Women,High Education,78,Working Partner,Working Partner,0.0
Women,High Education,78,Working Partner,Retired Partner,1.0
Women,High Education,78,Retired Partner,Single,0.0
Women,High Education,78,Retired Partner,Working Partner,0.0
Women,High Education,78,Retired Partner,Retired Partner,1.0
Women,High Education,79,Single,Single,1.0
Women,High Education,79,Single,Working Partner,0.0
Women,High Education,79,Single,Retired Partner,0.0
Women,High Education,79,Working Partner,Single,0.0
Women,High Education,79,Working Partner,Working Partner,0.0
Women,High Education,79,Working Partner,Retired Partner,1.0
Women,High Education,79,Retired Partner,Single,0.0
Women,High Education,79,Retired Partner,Working Partner,0.0
Women,High Education,79,Retired Partner,Retired Partner,1.0
Women,High Education,80,Single,Single,1.0
Women,High Education,80,Single,Working Partner,0.0
Women,High Education,80,Single,Retired Partner,0.0
Women,High Education,80,Working Partner,Single,0.0
Women,High Education,80,Working Partner,Working Partner,0.0
Women,High Education,80,Working Partner,Retired Partner,1.0
Women,High Education,80,Retired Partner,Single,0.0
Women,High Education,80,Retired Partner,Working Partner,0.0
Women,High Education,80,Retired Partner,Retired Partner,1.0
Women,High Education,81,Single,Single,1.0
Women,High Education,81,Single,Working Partner,0.0
Women,High Education,81,Single,Retired Partner,0.0
Women,High Education,81,Working Partner,Single,0.0
Women,High Education,81,Working Partner,Working Partner,0.0
Women,High Education,81,Working Partner,Retired Partner,1.0
Women,High Education,81,Retired Partner,Single,0.0
Women,High Education,81,Retired Partner,Working Partner,0.0
Women,High Education,81,Retired Partner,Retired Partner,1.0
Women,High Education,82,Single,Single,1.0
Women,High Education,82,Single,Working Partner,0.0
Women,High Education,82,Single,Retired Partner,0.0
Women,High Education,82,Working Partner,Single,0.0
Women,High Education,82,Working Partner,Working Partner,0.0
Women,High Education,82,Working Partner,Retired Partner,1.0
Women,High Education,82,Retired Partner,Single,0.0
Women,High Education,82,Retired Partner,Working Partner,0.0
Women,High Education,82,Retired Partner,Retired Partner,1.0
Women,High Education,83,Single,Single,1.0
Women,High Education,83,Single,Working Partner,0.0
Women,High Education,83,Single,Retired Partner,0.0
Women,High Education,83,Working Partner,Single,0.0
Women,High Education,83,Working Partner,Working Partner,0.0
Women,High Education,83,Working Partner,Retired Partner,1.0
Women,High Education,83,Retired Partner,Single,0.0
Women,High Education,83,Retired Partner,Working Partner,0.0
Women,High Education,83,Retired Partner,Retired Partner,1.0
Women,High Education,84,Single,Single,1.0
Women,High Education,84,Single,Working Partner,0.0
Women,High Education,84,Single,Retired Partner,0.0
Women,High Education,84,Working Partner,Single,0.0
Women,High Education,84,Working Partner,Working Partner,0.0
Women,High Education,84,Working Partner,Retired Partner,1.0
Women,High Education,84,Retired Partner,Single,0.0
Women,High Education,84,Retired Partner,Working Partner,0.0
Women,High Education,84,Retired Partner,Retired Partner,1.0
Women,High Education,85,Single,Single,1.0
Women,High Education,85,Single,Working Partner,0.0
Women,High Education,85,Single,Retired Partner,0.0
Women,High Education,85,Working Partner,Single,0.0
Women,High Education,85,Working Partner,Working Partner,0.0
Women,High Education,85,Working Partner,Retired Partner,1.0
Women,High Education,85,Retired Partner,Single,0.0
Women,High Education,85,Retired Partner,Working Partner,0.0
Women,High Education,85,Retired Partner,Retired Partner,1.0
Women,High Education,86,Single,Single,1.0
Women,High Education,86,Single,Working Partner,0.0
Women,High Education,86,Single,Retired Partner,0.0
Women,High Education,86,Working Partner,Single,0.0
Women,High Education,86,Working Partner,Working Partner,0.0
Women,High Education,86,Working Partner,Retired Partner,1.0
Women,High Education,86,Retired Partner,Single,0.0
Women,High Education,86,Retired Partner,Working Partner,0.0
Women,High Education,86,Retired Partner,Retired Partner,1.0
Women,High Education,87,Single,Single,1.0
Women,High Education,87,Single,Working Partner,0.0
Women,High Education,87,Single,Retired Partner,0.0
Women,High Education,87,Working Partner,Single,0.0
Women,High Education,87,Working Partner,Working Partner,0.0
Women,High Education,87,Working Partner,Retired Partner,1.0
Women,High Education,87,Retired Partner,Single,0.0
Women,High Education,87,Retired Partner,Working Partner,0.0
Women,High Education,87,Retired Partner,Retired Partner,1.0
Women,High Education,88,Single,Single,1.0
Women,High Education,88,Single,Working Partner,0.0
Women,High Education,88,Single,Retired Partner,0.0
Women,High Education,88,Working Partner,Single,0.0
Women,High Education,88,Working Partner,Working Partner,0.0
Women,High Education,88,Working Partner,Retired Partner,1.0
Women,High Education,88,Retired Partner,Single,0.0
Women,High Education,88,Retired Partner,Working Partner,0.0
Women,High Education,88,Retired Partner,Retired Partner,1.0
Women,High Education,89,Single,Single,1.0
Women,High Education,89,Single,Working Partner,0.0
Women,High Education,89,Single,Retired Partner,0.0
Women,High Education,89,Working Partner,Single,0.0
Women,High Education,89,Working Partner,Working Partner,0.0
Women,High Education,89,Working Partner,Retired Partner,1.0
Women,High Education,89,Retired Partner,Single,0.0
Women,High Education,89,Retired Partner,Working Partner,0.0
Women,High Education,89,Retired Partner,Retired Partner,1.0
Women,High Education,90,Single,Single,1.0
Women,High Education,90,Single,Working Partner,0.0
Women,High Education,90,Single,Retired Partner,0.0
Women,High Education,90,Working Partner,Single,0.0
Women,High Education,90,Working Partner,Working Partner,0.0
Women,High Education,90,Working Partner,Retired Partner,1.0
Women,High Education,90,Retired Partner,Single,0.0
Women,High Education,90,Retired Partner,Working Partner,0.0
Women,High Education,90,Retired Partner,Retired Partner,1.0
Women,High Education,91,Single,Single,1.0
Women,High Education,91,Single,Working Partner,0.0
Women,High Education,91,Single,Retired Partner,0.0
Women,High Education,91,Working Partner,Single,0.0
Women,High Education,91,Working Partner,Working Partner,0.0
Women,High Education,91,Working Partner,Retired Partner,1.0
Women,High Education,91,Retired Partner,Single,0.0
Women,High Education,91,Retired Partner,Working Partner,0.0
Women,High Education,91,Retired Partner,Retired Partner,1.0
Women,High Education,92,Single,Single,1.0
Women,High Education,92,Single,Working Partner,0.0
Women,High Education,92,Single,Retired Partner,0.0
Women,High Education,92,Working Partner,Single,0.0
Women,High Education,92,Working Partner,Working Partner,0.0
Women,High Education,92,Working Partner,Retired Partner,1.0
Women,High Education,92,Retired Partner,Single,0.0
Women,High Education,92,Retired Partner,Working Partner,0.0
Women,High Education,92,Retired Partner,Retired Partner,1.0
Women,High Education,93,Single,Single,1.0
Women,High Education,93,Single,Working Partner,0.0
Women,High Education,93,Single,Retired Partner,0.0
Women,High Education,93,Working Partner,Single,0.0
Women,High Education,93,Working Partner,Working Partner,0.0
Women,High Education,93,Working Partner,Retired Partner,1.0
Women,High Education,93,Retired Partner,Single,0.0
Women,High Education,93,Retired Partner,Working Partner,0.0
Women,High Education,93,Retired Partner,Retired Partner,1.0
Women,High Education,94,Single,Single,1.0
Women,High Education,94,Single,Working Partner,0.0
Women,High Education,94,Single,Retired Partner,0.0
Women,High Education,94,Working Partner,Single,0.0
Women,High Education,94,Working Partner,Working Partner,0.0
Women,High Education,94,Working Partner,Retired Partner,1.0
Women,High Education,94,Retired Partner,Single,0.0
Women,High Education,94,Retired Partner,Working Partner,0.0
Women,High Education,94,Retired Partner,Retired Partner,1.0
Women,High Education,95,Single,Single,1.0
Women,High Education,95,Single,Working Partner,0.0
Women,High Education,95,Single,Retired Partner,0.0
Women,High Education,95,Working Partner,Single,0.0
Women,High Education,95,Working Partner,Working Partner,0.0
Women,High Education,95,Working Partner,Retired Partner,1.0
Women,High Education,95,Retired Partner,Single,0.0
Women,High Education,95,Retired Partner,Working Partner,0.0
Women,High Education,95,Retired Partner,Retired Partner,1.0
Women,High Education,96,Single,Single,1.0
Women,High Education,96,Single,Working Partner,0.0
Women,High Education,96,Single,Retired Partner,0.0
Women,High Education,96,Working Partner,Single,0.0
Women,High Education,96,Working Partner,Working Partner,0.0
Women,High Education,96,Working Partner,Retired Partner,1.0
Women,High Education,96,Retired Partner,Single,0.0
Women,High Education,96,Retired Partner,Working Partner,0.0
Women,High Education,96,Retired Partner,Retired Partner,1.0
Women,High Education,97,Single,Single,1.0
Women,High Education,97,Single,Working Partner,0.0
Women,High Education,97,Single,Retired Partner,0.0
Women,High Education,97,Working Partner,Single,0.0
Women,High Education,97,Working Partner,Working Partner,0.0
Women,High Education,97,Working Partner,Retired Partner,1.0
Women,High Education,97,Retired Partner,Single,0.0
Women,High Education,97,Retired Partner,Working Partner,0.0
Women,High Education,97,Retired Partner,Retired Partner,1.0
Women,High Education,98,Single,Single,1.0
Women,High Education,98,Single,Working Partner,0.0
Women,High Education,98,Single,Retired Partner,0.0
Women,High Education,98,Working Partner,Single,0.0
Women,High Education,98,Working Partner,Working Partner,0.0
Women,High Education,98,Working Partner,Retired Partner,1.0
Women,High Education,98,Retired Partner,Single,0.0
Women,High Education,98,Retired Partner,Working Partner,0.0
Women,High Education,98,Retired Partner,Retired Partner,1.0
Women,High Education,99,Single,Single,1.0
Women,High Education,99,Single,Working Partner,0.0
Women,High Education,99,Single,Retired Partner,0.0
Women,High Education,99,Working Partner,Single,0.0
Women,High Education,99,Working Partner,Working Partner,0.0
Women,High Education,99,Working Partner,Retired Partner,1.0
Women,High Education,99,Retired Partner,Single,0.0
Women,High Education,99,Retired Partner,Working Partner,0.0
Women,High Education,99,Retired Partner,Retired Partner,1.0
